activitysiteid,activitydescription,bookingenddatetime_(month_/_day_/_year)_apr_may,bookingstarttime_apr_may,maxbookees_apr_may,number_booked_apr_may,price_(inr)_apr_may,bookingenddatetime_(month_/_day_/_year)_june,bookingstarttime_june,maxbookees_june,number_booked_june,price_(inr)_june
BRP,20:20:20  10-11 Am,2018-05-08,10:00:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-05,10:00:00,35.0,25.0,499.0
BRP,20:20:20  10-11 Am,2018-05-08,10:00:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-12,10:00:00,35.0,23.0,499.0
BRP,20:20:20  10-11 Am,2018-05-08,10:00:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-19,10:00:00,35.0,21.0,499.0
BRP,20:20:20  10-11 Am,2018-05-08,10:00:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-26,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10-11 Am,2018-05-15,10:00:00,0.23967323695126896,0.04221467627019767,-1.7319346587992746,2018-06-05,10:00:00,35.0,25.0,499.0
BRP,20:20:20  10-11 Am,2018-05-15,10:00:00,0.23967323695126896,0.04221467627019767,-1.7319346587992746,2018-06-12,10:00:00,35.0,23.0,499.0
BRP,20:20:20  10-11 Am,2018-05-15,10:00:00,0.23967323695126896,0.04221467627019767,-1.7319346587992746,2018-06-19,10:00:00,35.0,21.0,499.0
BRP,20:20:20  10-11 Am,2018-05-15,10:00:00,0.23967323695126896,0.04221467627019767,-1.7319346587992746,2018-06-26,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10-11 Am,2018-05-22,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-05,10:00:00,35.0,25.0,499.0
BRP,20:20:20  10-11 Am,2018-05-22,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-12,10:00:00,35.0,23.0,499.0
BRP,20:20:20  10-11 Am,2018-05-22,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-19,10:00:00,35.0,21.0,499.0
BRP,20:20:20  10-11 Am,2018-05-22,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-26,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10-11 Am,2018-05-29,10:00:00,0.23967323695126896,1.1036838594090645,-1.7319346587992746,2018-06-05,10:00:00,35.0,25.0,499.0
BRP,20:20:20  10-11 Am,2018-05-29,10:00:00,0.23967323695126896,1.1036838594090645,-1.7319346587992746,2018-06-12,10:00:00,35.0,23.0,499.0
BRP,20:20:20  10-11 Am,2018-05-29,10:00:00,0.23967323695126896,1.1036838594090645,-1.7319346587992746,2018-06-19,10:00:00,35.0,21.0,499.0
BRP,20:20:20  10-11 Am,2018-05-29,10:00:00,0.23967323695126896,1.1036838594090645,-1.7319346587992746,2018-06-26,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-05,10:00:00,0.23967323695126896,0.7852431044674045,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-05,10:00:00,0.23967323695126896,0.7852431044674045,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-05,10:00:00,0.23967323695126896,0.7852431044674045,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-12,10:00:00,0.23967323695126896,0.5729492678396312,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-12,10:00:00,0.23967323695126896,0.5729492678396312,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-12,10:00:00,0.23967323695126896,0.5729492678396312,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-19,10:00:00,0.23967323695126896,0.3606554312118577,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-19,10:00:00,0.23967323695126896,0.3606554312118577,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-19,10:00:00,0.23967323695126896,0.3606554312118577,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-26,10:00:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-26,10:00:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-04-26,10:00:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-03,10:00:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-03,10:00:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-03,10:00:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-10,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-10,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-10,10:00:00,0.23967323695126896,0.6790961861535179,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-17,10:00:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-17,10:00:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-17,10:00:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-31,10:00:00,0.23967323695126896,-0.3823729969853491,-1.7319346587992746,2018-06-14,10:00:00,35.0,19.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-31,10:00:00,0.23967323695126896,-0.3823729969853491,-1.7319346587992746,2018-06-21,10:00:00,35.0,22.0,499.0
BRP,20:20:20  10.00-11.00am,2018-05-31,10:00:00,0.23967323695126896,-0.3823729969853491,-1.7319346587992746,2018-06-28,10:00:00,35.0,18.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-06,09:30:00,0.23967323695126896,0.8913900227812912,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-06,09:30:00,0.23967323695126896,0.8913900227812912,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-06,09:30:00,0.23967323695126896,0.8913900227812912,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-06,09:30:00,0.23967323695126896,0.8913900227812912,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-06,09:30:00,0.23967323695126896,0.8913900227812912,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-13,09:30:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-13,09:30:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-13,09:30:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-13,09:30:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-13,09:30:00,0.23967323695126896,0.25450851289797105,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-20,09:30:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-20,09:30:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-20,09:30:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-20,09:30:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-20,09:30:00,0.23967323695126896,1.315977696036838,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-27,09:30:00,0.23967323695126896,0.9975369410951779,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-27,09:30:00,0.23967323695126896,0.9975369410951779,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-27,09:30:00,0.23967323695126896,0.9975369410951779,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-27,09:30:00,0.23967323695126896,0.9975369410951779,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-04-27,09:30:00,0.23967323695126896,0.9975369410951779,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-04,09:30:00,0.23967323695126896,1.634418450978498,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-04,09:30:00,0.23967323695126896,1.634418450978498,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-04,09:30:00,0.23967323695126896,1.634418450978498,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-04,09:30:00,0.23967323695126896,1.634418450978498,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-04,09:30:00,0.23967323695126896,1.634418450978498,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-11,09:30:00,0.23967323695126896,1.7405653692923848,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-11,09:30:00,0.23967323695126896,1.7405653692923848,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-11,09:30:00,0.23967323695126896,1.7405653692923848,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-11,09:30:00,0.23967323695126896,1.7405653692923848,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-11,09:30:00,0.23967323695126896,1.7405653692923848,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-18,09:30:00,0.23967323695126896,1.5282715326646115,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-18,09:30:00,0.23967323695126896,1.5282715326646115,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-18,09:30:00,0.23967323695126896,1.5282715326646115,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-18,09:30:00,0.23967323695126896,1.5282715326646115,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-18,09:30:00,0.23967323695126896,1.5282715326646115,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-25,09:30:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-01,09:30:00,35.0,28.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-25,09:30:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-08,09:30:00,35.0,35.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-25,09:30:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-15,09:30:00,35.0,31.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-25,09:30:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-22,09:30:00,35.0,32.0,499.0
BRP,20:20:20  9.30-10.30am,2018-05-25,09:30:00,0.23967323695126896,1.2098307777229513,-1.7319346587992746,2018-06-29,09:30:00,35.0,19.0,499.0
BRP,Aerobics,2018-04-03,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-04-03,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-04-03,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-04-03,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-04-10,19:30:00,0.23967323695126896,-0.06393224204368902,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-04-10,19:30:00,0.23967323695126896,-0.06393224204368902,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-04-10,19:30:00,0.23967323695126896,-0.06393224204368902,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-04-10,19:30:00,0.23967323695126896,-0.06393224204368902,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-04-17,19:30:00,0.23967323695126896,0.9975369410951779,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-04-17,19:30:00,0.23967323695126896,0.9975369410951779,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-04-17,19:30:00,0.23967323695126896,0.9975369410951779,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-04-17,19:30:00,0.23967323695126896,0.9975369410951779,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-04-24,19:30:00,0.23967323695126896,0.3606554312118577,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-04-24,19:30:00,0.23967323695126896,0.3606554312118577,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-04-24,19:30:00,0.23967323695126896,0.3606554312118577,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-04-24,19:30:00,0.23967323695126896,0.3606554312118577,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-05-01,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-05-01,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-05-01,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-05-01,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-05-08,19:30:00,0.23967323695126896,1.2098307777229513,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-05-08,19:30:00,0.23967323695126896,1.2098307777229513,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-05-08,19:30:00,0.23967323695126896,1.2098307777229513,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-05-08,19:30:00,0.23967323695126896,1.2098307777229513,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-05-15,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-05-15,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-05-15,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-05-15,19:30:00,0.23967323695126896,0.5729492678396312,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-05-22,19:30:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-05-22,19:30:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-05-22,19:30:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-05-22,19:30:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics,2018-05-29,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-05,19:30:00,35.0,24.0,799.0
BRP,Aerobics,2018-05-29,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-12,19:30:00,35.0,25.0,799.0
BRP,Aerobics,2018-05-29,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-19,19:30:00,35.0,19.0,799.0
BRP,Aerobics,2018-05-29,19:30:00,0.23967323695126896,0.6790961861535179,-1.3544194870262716,2018-06-26,19:30:00,35.0,15.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-09,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-04,18:00:00,35.0,35.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-09,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-11,18:00:00,35.0,32.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-09,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-18,18:00:00,35.0,31.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-09,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-25,18:00:00,35.0,24.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-16,18:00:00,0.23967323695126896,1.8467122876062714,-1.3544194870262716,2018-06-04,18:00:00,35.0,35.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-16,18:00:00,0.23967323695126896,1.8467122876062714,-1.3544194870262716,2018-06-11,18:00:00,35.0,32.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-16,18:00:00,0.23967323695126896,1.8467122876062714,-1.3544194870262716,2018-06-18,18:00:00,35.0,31.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-16,18:00:00,0.23967323695126896,1.8467122876062714,-1.3544194870262716,2018-06-25,18:00:00,35.0,24.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-23,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-04,18:00:00,35.0,35.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-23,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-11,18:00:00,35.0,32.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-23,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-18,18:00:00,35.0,31.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-23,18:00:00,0.23967323695126896,1.5282715326646115,-1.3544194870262716,2018-06-25,18:00:00,35.0,24.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-30,18:00:00,0.23967323695126896,1.634418450978498,-1.3544194870262716,2018-06-04,18:00:00,35.0,35.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-30,18:00:00,0.23967323695126896,1.634418450978498,-1.3544194870262716,2018-06-11,18:00:00,35.0,32.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-30,18:00:00,0.23967323695126896,1.634418450978498,-1.3544194870262716,2018-06-18,18:00:00,35.0,31.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-04-30,18:00:00,0.23967323695126896,1.634418450978498,-1.3544194870262716,2018-06-25,18:00:00,35.0,24.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-14,18:00:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-04,18:00:00,35.0,35.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-14,18:00:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-11,18:00:00,35.0,32.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-14,18:00:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-18,18:00:00,35.0,31.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-14,18:00:00,0.23967323695126896,1.1036838594090645,-1.3544194870262716,2018-06-25,18:00:00,35.0,24.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-21,18:00:00,0.23967323695126896,1.4221246143507247,-1.3544194870262716,2018-06-04,18:00:00,35.0,35.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-21,18:00:00,0.23967323695126896,1.4221246143507247,-1.3544194870262716,2018-06-11,18:00:00,35.0,32.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-21,18:00:00,0.23967323695126896,1.4221246143507247,-1.3544194870262716,2018-06-18,18:00:00,35.0,31.0,799.0
BRP,Aerobics 6.00-7.00pm,2018-05-21,18:00:00,0.23967323695126896,1.4221246143507247,-1.3544194870262716,2018-06-25,18:00:00,35.0,24.0,799.0
BRP,Aqua Fit 14.45pm,,,,,,2018-06-13,14:30:00,35.0,25.0,999.0
BRP,Aqua Fit 14.45pm,,,,,,2018-06-20,14:30:00,35.0,27.0,999.0
BRP,Aqua Fit 14.45pm,,,,,,2018-06-27,14:30:00,35.0,18.0,999.0
BRP,Aqua Fit 2.45 -3.45pm,2018-04-04,14:45:00,0.23967323695126896,0.6790961861535179,-1.1027427058442694,2018-06-06,14:45:00,35.0,16.0,999.0
BRP,Aqua Fit 2.45 -3.45pm,2018-04-11,14:45:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-06,14:45:00,35.0,16.0,999.0
BRP,Aqua Fit 2.45 -3.45pm,2018-04-18,14:45:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-06,14:45:00,35.0,16.0,999.0
